musicname,artistname,diff,difficult,level,puc_count
Second Heaven GravityPfArrange,cosMo＠暴走P,EXH,2,14,10
Second Heaven GravityPfArrange,cosMo＠暴走P,MXM,3,16,9
starmine (nora2r Remix),nora2r,NOV,0,6,10
starmine (nora2r Remix),nora2r,ADV,1,11,2
starmine (nora2r Remix),nora2r,EXH,2,14,10
starmine (nora2r Remix),nora2r,MXM,3,16,14
水槽のクジラ,テヅカ feat. 大西あみみ,NOV,0,5,6
水槽のクジラ,テヅカ feat. 大西あみみ,ADV,1,10,8
水槽のクジラ,テヅカ feat. 大西あみみ,EXH,2,13,28
水槽のクジラ,テヅカ feat. 大西あみみ,MXM,3,17,77
JULIAN,Queen P.A.L.,NOV,0,5,9
JULIAN,Queen P.A.L.,ADV,1,10,7
JULIAN,Queen P.A.L.,EXH,2,13,11
JULIAN,Queen P.A.L.,MXM,3,17,40
JUGGLE,Ras,NOV,0,4,8
JUGGLE,Ras,ADV,1,12,4
JUGGLE,Ras,EXH,2,14,8
JUGGLE,Ras,MXM,3,17,12
きゅん×きゅんばっきゅん☆LOVE,松下feat.Sota & wac,NOV,0,4,10
きゅん×きゅんばっきゅん☆LOVE,松下feat.Sota & wac,ADV,1,10,7
きゅん×きゅんばっきゅん☆LOVE,松下feat.Sota & wac,EXH,2,12,22
きゅん×きゅんばっきゅん☆LOVE,松下feat.Sota & wac,MXM,3,15,22
Candy Star,DJ Genki feat. yukacco,NOV,0,4,13
Candy Star,DJ Genki feat. yukacco,ADV,1,10,5
Candy Star,DJ Genki feat. yukacco,EXH,2,13,24
Candy Star,DJ Genki feat. yukacco,MXM,3,16,52
朧 (kamome sano remix),kamome sano feat. Kuroa*,NOV,0,4,15
朧 (kamome sano remix),kamome sano feat. Kuroa*,ADV,1,10,6
朧 (kamome sano remix),kamome sano feat. Kuroa*,EXH,2,14,18
朧 (kamome sano remix),kamome sano feat. Kuroa*,MXM,3,15,17
オトゲラヴ！,ねこみりん feat.小宮真央×みゆ×えみゅう。,NOV,0,5,7
オトゲラヴ！,ねこみりん feat.小宮真央×みゆ×えみゅう。,ADV,1,8,7
オトゲラヴ！,ねこみりん feat.小宮真央×みゆ×えみゅう。,EXH,2,12,26
オトゲラヴ！,ねこみりん feat.小宮真央×みゆ×えみゅう。,MXM,3,16,19
Aurora(Latinized Style),mommy,NOV,0,4,6
Aurora(Latinized Style),mommy,ADV,1,9,9
Aurora(Latinized Style),mommy,EXH,2,13,6
Aurora(Latinized Style),mommy,MXM,3,15,6
EDEN of TRUTH,Braflare(kanone&かぼちゃ),NOV,0,5,5
EDEN of TRUTH,Braflare(kanone&かぼちゃ),ADV,1,10,6
EDEN of TRUTH,Braflare(kanone&かぼちゃ),EXH,2,13,20
EDEN of TRUTH,Braflare(kanone&かぼちゃ),MXM,3,17,19
永遠に幸せになる方法、見つけました。(EXIT TUNES),うたたP,NOV,0,4,9
永遠に幸せになる方法、見つけました。(EXIT TUNES),うたたP,ADV,1,10,10
永遠に幸せになる方法、見つけました。(EXIT TUNES),うたたP,EXH,2,13,9
永遠に幸せになる方法、見つけました。(EXIT TUNES),うたたP,MXM,3,18,15
裏表ラバーズ,wowaka,NOV,0,3,16
裏表ラバーズ,wowaka,ADV,1,8,7
裏表ラバーズ,wowaka,EXH,2,12,24
裏表ラバーズ,wowaka,MXM,3,16,14
インフルエンサー・イズ・デッド(EXIT TUNES),じーざす（ワンダフル☆オポチュニティ！）,NOV,0,2,13
インフルエンサー・イズ・デッド(EXIT TUNES),じーざす（ワンダフル☆オポチュニティ！）,ADV,1,10,5
インフルエンサー・イズ・デッド(EXIT TUNES),じーざす（ワンダフル☆オポチュニティ！）,EXH,2,13,12
インフルエンサー・イズ・デッド(EXIT TUNES),じーざす（ワンダフル☆オポチュニティ！）,MXM,3,16,14
インビジブル(EXIT TUNES),kemu,NOV,0,5,5
インビジブル(EXIT TUNES),kemu,ADV,1,11,5
インビジブル(EXIT TUNES),kemu,EXH,2,14,100
インビジブル(EXIT TUNES),kemu,MXM,3,17,90
斑鳩,豊田竜行,NOV,0,3,11
斑鳩,豊田竜行,ADV,1,8,5
斑鳩,豊田竜行,EXH,2,13,8
斑鳩,豊田竜行,MXM,3,16,6
Alice Maestera,Alstroemeria Records feat. nomico,NOV,0,2,38
Alice Maestera,Alstroemeria Records feat. nomico,ADV,1,7,71
Alice Maestera,Alstroemeria Records feat. nomico,EXH,2,10,32
Alice Maestera,Alstroemeria Records feat. nomico,MXM,3,14,26
Aragami,xi,NOV,0,6,7
Aragami,xi,ADV,1,11,1
Aragami,xi,EXH,2,15,4
Aragami,xi,MXM,3,17,1
3y3s (JMBS FUNKOT RMX),"Jockie ""MASTA BASS"" Suama",NOV,0,5,6
3y3s (JMBS FUNKOT RMX),"Jockie ""MASTA BASS"" Suama",ADV,1,11,3
3y3s (JMBS FUNKOT RMX),"Jockie ""MASTA BASS"" Suama",EXH,2,14,11
3y3s (JMBS FUNKOT RMX),"Jockie ""MASTA BASS"" Suama",MXM,3,17,12
Noisy Minority,DJ Grimoire,NOV,0,6,9
Noisy Minority,DJ Grimoire,ADV,1,12,4
Noisy Minority,DJ Grimoire,EXH,2,16,13
Noisy Minority,DJ Grimoire,MXM,3,18,5
キュリオシティ,庭師,NOV,0,6,8
キュリオシティ,庭師,ADV,1,12,5
キュリオシティ,庭師,EXH,2,15,9
キュリオシティ,庭師,MXM,3,18,2
ドリームエンド・サバイバー,ぽんきち,NOV,0,6,9
ドリームエンド・サバイバー,ぽんきち,ADV,1,13,20
ドリームエンド・サバイバー,ぽんきち,EXH,2,16,12
ドリームエンド・サバイバー,ぽんきち,MXM,3,18,15
黎明スケッチブック,アメツチ絵日記,NOV,0,5,5
黎明スケッチブック,アメツチ絵日記,ADV,1,11,2
黎明スケッチブック,アメツチ絵日記,EXH,2,14,18
黎明スケッチブック,アメツチ絵日記,MXM,3,17,19
Rebuilding of Paradise Lost,Laur,NOV,0,5,4
Rebuilding of Paradise Lost,Laur,ADV,1,12,2
Rebuilding of Paradise Lost,Laur,EXH,2,14,4
Rebuilding of Paradise Lost,Laur,MXM,3,17,8
fancy cake!!,あるふぁ,NOV,0,5,5
fancy cake!!,あるふぁ,ADV,1,9,36
fancy cake!!,あるふぁ,EXH,2,12,15
fancy cake!!,あるふぁ,MXM,3,16,56
準備運動,すのうまん,NOV,0,6,7
準備運動,すのうまん,ADV,1,13,10
準備運動,すのうまん,EXH,2,15,7
準備運動,すのうまん,MXM,3,18,5
Sakura Mirage -Drum'n World-,Kairys,NOV,0,5,5
Sakura Mirage -Drum'n World-,Kairys,ADV,1,10,12
Sakura Mirage -Drum'n World-,Kairys,EXH,2,14,9
Sakura Mirage -Drum'n World-,Kairys,MXM,3,17,2
Engraved Mark-Gow's ill! RMX-,Gowrock,NOV,0,6,4
Engraved Mark-Gow's ill! RMX-,Gowrock,ADV,1,10,6
Engraved Mark-Gow's ill! RMX-,Gowrock,EXH,2,13,10
Engraved Mark-Gow's ill! RMX-,Gowrock,MXM,3,16,8
デュアルメモリ,ここなつ,NOV,0,3,6
デュアルメモリ,ここなつ,ADV,1,9,12
デュアルメモリ,ここなつ,EXH,2,14,30
デュアルメモリ,ここなつ,MXM,3,17,14
刃の如く ft. ネコメアリ,Iceon(Frost Fragment),NOV,0,3,5
刃の如く ft. ネコメアリ,Iceon(Frost Fragment),ADV,1,8,6
刃の如く ft. ネコメアリ,Iceon(Frost Fragment),EXH,2,12,11
刃の如く ft. ネコメアリ,Iceon(Frost Fragment),MXM,3,15,10
盗宝,猫大樹,NOV,0,3,9
盗宝,猫大樹,ADV,1,10,7
盗宝,猫大樹,EXH,2,13,19
盗宝,猫大樹,MXM,3,16,21
ケムマキunderground,t+pazolite feat. リズナ,NOV,0,6,6
ケムマキunderground,t+pazolite feat. リズナ,ADV,1,12,7
ケムマキunderground,t+pazolite feat. リズナ,EXH,2,15,21
ケムマキunderground,t+pazolite feat. リズナ,MXM,3,17,18
Make Magic,Lite Show Magic,NOV,0,6,7
Make Magic,Lite Show Magic,ADV,1,13,4
Make Magic,Lite Show Magic,EXH,2,16,10
Make Magic,Lite Show Magic,MXM,3,18,6
HE4VEN ～天国へようこそ～,カモメサノエレクトリックオーケストラ,NOV,0,7,32
HE4VEN ～天国へようこそ～,カモメサノエレクトリックオーケストラ,ADV,1,15,7
HE4VEN ～天国へようこそ～,カモメサノエレクトリックオーケストラ,EXH,2,17,2
HE4VEN ～天国へようこそ～,カモメサノエレクトリックオーケストラ,MXM,3,20,0
Fin.ArcDeaR,MisoilePunch♪ ～タケノコ添え～,NOV,0,6,8
Fin.ArcDeaR,MisoilePunch♪ ～タケノコ添え～,ADV,1,14,3
Fin.ArcDeaR,MisoilePunch♪ ～タケノコ添え～,EXH,2,18,19
Fin.ArcDeaR,MisoilePunch♪ ～タケノコ添え～,MXM,3,19,4
Immortal saga,Noah,NOV,0,6,11
Immortal saga,Noah,ADV,1,13,7
Immortal saga,Noah,EXH,2,16,5
Immortal saga,Noah,MXM,3,19,2
infinite:youniverse,かゆき,NOV,0,6,6
infinite:youniverse,かゆき,ADV,1,11,2
infinite:youniverse,かゆき,EXH,2,14,17
infinite:youniverse,かゆき,MXM,3,17,5
If,Pa's Lam System,NOV,0,5,5
If,Pa's Lam System,ADV,1,11,5
If,Pa's Lam System,EXH,2,14,14
If,Pa's Lam System,MXM,3,17,26
Boss Rush,USAO,NOV,0,6,11
Boss Rush,USAO,ADV,1,12,4
Boss Rush,USAO,EXH,2,15,35
Boss Rush,USAO,MXM,3,18,9
Narcissus At Oasis -影虎。 style-,影虎。,NOV,0,5,9
Narcissus At Oasis -影虎。 style-,影虎。,ADV,1,10,5
Narcissus At Oasis -影虎。 style-,影虎。,EXH,2,13,15
Narcissus At Oasis -影虎。 style-,影虎。,MXM,3,16,13
SO FLY ME TO YOU,ローゼライト powered by mu-ray,NOV,0,3,5
SO FLY ME TO YOU,ローゼライト powered by mu-ray,ADV,1,7,60
SO FLY ME TO YOU,ローゼライト powered by mu-ray,EXH,2,11,14
SO FLY ME TO YOU,ローゼライト powered by mu-ray,MXM,3,15,18
壊Rave*it!! 壊Rave*it!!,LeaF,NOV,0,6,6
壊Rave*it!! 壊Rave*it!!,LeaF,ADV,1,13,1
壊Rave*it!! 壊Rave*it!!,LeaF,EXH,2,15,12
壊Rave*it!! 壊Rave*it!!,LeaF,MXM,3,18,9
Carry Me Away,lapix,NOV,0,5,5
Carry Me Away,lapix,ADV,1,11,5
Carry Me Away,lapix,EXH,2,14,19
Carry Me Away,lapix,MXM,3,17,10
恋歌疾風！かるたクイーンいろは,ねこまんまチーム！,NOV,0,5,4
恋歌疾風！かるたクイーンいろは,ねこまんまチーム！,ADV,1,12,1
恋歌疾風！かるたクイーンいろは,ねこまんまチーム！,EXH,2,15,4
恋歌疾風！かるたクイーンいろは,ねこまんまチーム！,MXM,3,18,8
Fly far bounce,猫叉Master,NOV,0,5,8
Fly far bounce,猫叉Master,ADV,1,11,3
Fly far bounce,猫叉Master,EXH,2,13,8
Fly far bounce,猫叉Master,MXM,3,17,5
Rebellio,MAX MAXIMIZER VS DJ TOTTO,NOV,0,7,3
Rebellio,MAX MAXIMIZER VS DJ TOTTO,ADV,1,13,1
Rebellio,MAX MAXIMIZER VS DJ TOTTO,EXH,2,17,3
Rebellio,MAX MAXIMIZER VS DJ TOTTO,MXM,3,18,1
超☆超☆光☆速☆出☆前☆最☆速!!! スピード★スター★かなで,かめりあ feat. ななひら,NOV,0,8,5
超☆超☆光☆速☆出☆前☆最☆速!!! スピード★スター★かなで,かめりあ feat. ななひら,ADV,1,15,5
超☆超☆光☆速☆出☆前☆最☆速!!! スピード★スター★かなで,かめりあ feat. ななひら,EXH,2,17,2
超☆超☆光☆速☆出☆前☆最☆速!!! スピード★スター★かなで,かめりあ feat. ななひら,MXM,3,18,1
Sailing Force,ぺのれり,NOV,0,7,8
Sailing Force,ぺのれり,ADV,1,14,11
Sailing Force,ぺのれり,EXH,2,17,4
Sailing Force,ぺのれり,MXM,3,19,1
Gamerz FestivaL,うさぎ愛好会(cosMo×syuri22),NOV,0,6,9
Gamerz FestivaL,うさぎ愛好会(cosMo×syuri22),ADV,1,13,7
Gamerz FestivaL,うさぎ愛好会(cosMo×syuri22),EXH,2,16,19
Gamerz FestivaL,うさぎ愛好会(cosMo×syuri22),MXM,3,18,3
ΩVERSOUL,BlackY,NOV,0,6,6
ΩVERSOUL,BlackY,ADV,1,13,4
ΩVERSOUL,BlackY,EXH,2,16,8
ΩVERSOUL,BlackY,MXM,3,18,1
iLLness LiLin,かねこちはる,NOV,0,7,67
iLLness LiLin,かねこちはる,ADV,1,15,7
iLLness LiLin,かねこちはる,EXH,2,17,1
iLLness LiLin,かねこちはる,MXM,3,20,0
ナナイロライト,ここなつ,NOV,0,3,8
ナナイロライト,ここなつ,ADV,1,7,12
ナナイロライト,ここなつ,EXH,2,12,37
ナナイロライト,ここなつ,MXM,3,15,38
Line 4 Ruin -kohumix-,こふ,NOV,0,5,7
Line 4 Ruin -kohumix-,こふ,ADV,1,11,5
Line 4 Ruin -kohumix-,こふ,EXH,2,14,10
Line 4 Ruin -kohumix-,こふ,MXM,3,17,5
マトリョシカ,ハチ,NOV,0,3,4
マトリョシカ,ハチ,ADV,1,9,6
マトリョシカ,ハチ,EXH,2,12,16
マトリョシカ,ハチ,MXM,3,16,11
POLICY BREAK Medley from SOUND VOLTEX×jubeat,United Composers from jubeat,NOV,0,5,5
POLICY BREAK Medley from SOUND VOLTEX×jubeat,United Composers from jubeat,ADV,1,12,2
POLICY BREAK Medley from SOUND VOLTEX×jubeat,United Composers from jubeat,EXH,2,16,2
POLICY BREAK Medley from SOUND VOLTEX×jubeat,United Composers from jubeat,MXM,3,18,0
パンダヒーロー,ハチ,NOV,0,2,19
パンダヒーロー,ハチ,ADV,1,7,15
パンダヒーロー,ハチ,EXH,2,10,40
パンダヒーロー,ハチ,MXM,3,15,14
Genesis At Oasis (Hirayasu Matsudo Remix),Hirayasu Matsudo,NOV,0,5,5
Genesis At Oasis (Hirayasu Matsudo Remix),Hirayasu Matsudo,ADV,1,10,9
Genesis At Oasis (Hirayasu Matsudo Remix),Hirayasu Matsudo,EXH,2,12,22
Genesis At Oasis (Hirayasu Matsudo Remix),Hirayasu Matsudo,MXM,3,16,7
sink into the dream,uma,NOV,0,4,10
sink into the dream,uma,ADV,1,10,7
sink into the dream,uma,EXH,2,14,11
sink into the dream,uma,MXM,3,17,12
湖底遺跡のヴィダー・ハル,borzy & 結月そら,NOV,0,4,11
湖底遺跡のヴィダー・ハル,borzy & 結月そら,ADV,1,8,5
湖底遺跡のヴィダー・ハル,borzy & 結月そら,EXH,2,12,18
湖底遺跡のヴィダー・ハル,borzy & 結月そら,MXM,3,15,12
FLOOR INFECTION Medley from SOUND VOLTEX×jubeat,United Composers from SOUND VOLTEX,NOV,0,6,6
FLOOR INFECTION Medley from SOUND VOLTEX×jubeat,United Composers from SOUND VOLTEX,ADV,1,13,7
FLOOR INFECTION Medley from SOUND VOLTEX×jubeat,United Composers from SOUND VOLTEX,EXH,2,17,1
FLOOR INFECTION Medley from SOUND VOLTEX×jubeat,United Composers from SOUND VOLTEX,MXM,3,18,1
Cepheus,しらこいし,NOV,0,4,9
Cepheus,しらこいし,ADV,1,12,2
Cepheus,しらこいし,EXH,2,15,3
Cepheus,しらこいし,MXM,3,18,3
Smoked Turkey Rag,a_hisa,NOV,0,4,11
Smoked Turkey Rag,a_hisa,ADV,1,9,6
Smoked Turkey Rag,a_hisa,EXH,2,12,23
Smoked Turkey Rag,a_hisa,MXM,3,17,34
クリスタルミサイル,フーリンキャットマーク～with 鳴紗,NOV,0,3,6
クリスタルミサイル,フーリンキャットマーク～with 鳴紗,ADV,1,7,7
クリスタルミサイル,フーリンキャットマーク～with 鳴紗,EXH,2,11,20
クリスタルミサイル,フーリンキャットマーク～with 鳴紗,MXM,3,14,43
VAMPIRE,nyankobrq,NOV,0,4,9
VAMPIRE,nyankobrq,ADV,1,8,46
VAMPIRE,nyankobrq,EXH,2,12,15
VAMPIRE,nyankobrq,MXM,3,16,28
Inscape,technoplanet,NOV,0,6,9
Inscape,technoplanet,ADV,1,11,5
Inscape,technoplanet,EXH,2,14,11
Inscape,technoplanet,MXM,3,17,28
The Formula,Junk,NOV,0,5,6
The Formula,Junk,ADV,1,12,4
The Formula,Junk,EXH,2,15,10
The Formula,Junk,MXM,3,18,11
We Go Down,DJ Genki feat. SHIN from HYPERNOVA With 三代,NOV,0,6,4
We Go Down,DJ Genki feat. SHIN from HYPERNOVA With 三代,ADV,1,11,3
We Go Down,DJ Genki feat. SHIN from HYPERNOVA With 三代,EXH,2,15,11
We Go Down,DJ Genki feat. SHIN from HYPERNOVA With 三代,MXM,3,18,4
Narcissus At Oasis (Freezer Remix),Freezer,NOV,0,5,3
Narcissus At Oasis (Freezer Remix),Freezer,ADV,1,10,3
Narcissus At Oasis (Freezer Remix),Freezer,EXH,2,14,9
Narcissus At Oasis (Freezer Remix),Freezer,MXM,3,16,8
雪月花 (Shiron & Sound Artz Remix),Shiron vs. Sound Artz,NOV,0,4,10
雪月花 (Shiron & Sound Artz Remix),Shiron vs. Sound Artz,ADV,1,9,3
雪月花 (Shiron & Sound Artz Remix),Shiron vs. Sound Artz,EXH,2,14,7
雪月花 (Shiron & Sound Artz Remix),Shiron vs. Sound Artz,MXM,3,16,13
Junk Mania,udouddo&VALLEYSTONE,NOV,0,5,7
Junk Mania,udouddo&VALLEYSTONE,ADV,1,11,7
Junk Mania,udouddo&VALLEYSTONE,EXH,2,15,10
Junk Mania,udouddo&VALLEYSTONE,MXM,3,17,10
Gaze ft. 紫崎 雪,Omnis,NOV,0,5,5
Gaze ft. 紫崎 雪,Omnis,ADV,1,10,46
Gaze ft. 紫崎 雪,Omnis,EXH,2,12,32
Gaze ft. 紫崎 雪,Omnis,MXM,3,15,73
Voltage Higher,A-One,NOV,0,5,3
Voltage Higher,A-One,ADV,1,10,11
Voltage Higher,A-One,EXH,2,14,26
Voltage Higher,A-One,MXM,3,17,16
Blue Fire,REDALiCE feat. 野宮あゆみ,NOV,0,4,12
Blue Fire,REDALiCE feat. 野宮あゆみ,ADV,1,8,13
Blue Fire,REDALiCE feat. 野宮あゆみ,EXH,2,12,32
Blue Fire,REDALiCE feat. 野宮あゆみ,MXM,3,16,23
Crystallize Forest,奏瀬いちこ feat.Silver Forest,NOV,0,3,7
Crystallize Forest,奏瀬いちこ feat.Silver Forest,ADV,1,8,7
Crystallize Forest,奏瀬いちこ feat.Silver Forest,EXH,2,11,22
Crystallize Forest,奏瀬いちこ feat.Silver Forest,MXM,3,15,18
物凄いスペースシャトルでこいしが物凄いうた,Halozy feat. ななひら,NOV,0,5,9
物凄いスペースシャトルでこいしが物凄いうた,Halozy feat. ななひら,ADV,1,11,6
物凄いスペースシャトルでこいしが物凄いうた,Halozy feat. ななひら,EXH,2,15,21
物凄いスペースシャトルでこいしが物凄いうた,Halozy feat. ななひら,MXM,3,17,6
NEWBORN CRYING,ZYTOKINE feat. nachi,NOV,0,3,13
NEWBORN CRYING,ZYTOKINE feat. nachi,ADV,1,9,7
NEWBORN CRYING,ZYTOKINE feat. nachi,EXH,2,12,29
NEWBORN CRYING,ZYTOKINE feat. nachi,MXM,3,16,40
トーホータノシ feat. 抹,魂音泉,NOV,0,5,4
トーホータノシ feat. 抹,魂音泉,ADV,1,10,5
トーホータノシ feat. 抹,魂音泉,EXH,2,14,4
トーホータノシ feat. 抹,魂音泉,MXM,3,16,8
Dystopia,DiGiTAL WiNG feat.花たん/YURiCa,NOV,0,2,16
Dystopia,DiGiTAL WiNG feat.花たん/YURiCa,ADV,1,7,8
Dystopia,DiGiTAL WiNG feat.花たん/YURiCa,EXH,2,12,19
Dystopia,DiGiTAL WiNG feat.花たん/YURiCa,MXM,3,15,13
Technical Master,天音 (Rolling Contact),NOV,0,4,14
Technical Master,天音 (Rolling Contact),ADV,1,8,68
Technical Master,天音 (Rolling Contact),EXH,2,14,9
Technical Master,天音 (Rolling Contact),MXM,3,17,30
恋とキングコング,日向美ビタースイーツ♪,NOV,0,3,14
恋とキングコング,日向美ビタースイーツ♪,ADV,1,8,8
恋とキングコング,日向美ビタースイーツ♪,EXH,2,12,19
恋とキングコング,日向美ビタースイーツ♪,MXM,3,15,23
Mind Mapping(ag Remix),ag,NOV,0,4,11
Mind Mapping(ag Remix),ag,ADV,1,9,5
Mind Mapping(ag Remix),ag,EXH,2,13,9
Mind Mapping(ag Remix),ag,MXM,3,16,34
405nm(Shu※mix),Shu※,NOV,0,6,9
405nm(Shu※mix),Shu※,ADV,1,10,5
405nm(Shu※mix),Shu※,EXH,2,14,9
405nm(Shu※mix),Shu※,MXM,3,17,8
The Golden Era,polysha,NOV,0,6,9
The Golden Era,polysha,ADV,1,11,3
The Golden Era,polysha,EXH,2,15,13
The Golden Era,polysha,MXM,3,18,10
Vigor,Yooh,NOV,0,5,4
Vigor,Yooh,ADV,1,11,4
Vigor,Yooh,EXH,2,14,23
Vigor,Yooh,MXM,3,17,8
私とあなたのMYOURENJI☆,歌恋人,NOV,0,3,7
私とあなたのMYOURENJI☆,歌恋人,ADV,1,7,9
私とあなたのMYOURENJI☆,歌恋人,EXH,2,12,23
私とあなたのMYOURENJI☆,歌恋人,MXM,3,16,10
Regretful Flower,Amateras Records feat.築山さえ,NOV,0,4,10
Regretful Flower,Amateras Records feat.築山さえ,ADV,1,11,6
Regretful Flower,Amateras Records feat.築山さえ,EXH,2,14,8
Regretful Flower,Amateras Records feat.築山さえ,MXM,3,16,22
雷鼓サンダービート,ARM(IOSYS) feat.ビートまりお(COOL&CREATE),NOV,0,5,9
雷鼓サンダービート,ARM(IOSYS) feat.ビートまりお(COOL&CREATE),ADV,1,11,4
雷鼓サンダービート,ARM(IOSYS) feat.ビートまりお(COOL&CREATE),EXH,2,15,8
雷鼓サンダービート,ARM(IOSYS) feat.ビートまりお(COOL&CREATE),MXM,3,18,16
幽玄の桜,音召缶 feat.Renna,NOV,0,5,6
幽玄の桜,音召缶 feat.Renna,ADV,1,10,5
幽玄の桜,音召缶 feat.Renna,EXH,2,14,17
幽玄の桜,音召缶 feat.Renna,MXM,3,17,8
FIRE IN MY HEART,Spacelectro,NOV,0,2,22
FIRE IN MY HEART,Spacelectro,ADV,1,8,9
FIRE IN MY HEART,Spacelectro,EXH,2,13,21
FIRE IN MY HEART,Spacelectro,MXM,3,18,6
透明な記憶の風穴,柚木梨沙（少女フラクタル）,NOV,0,4,12
透明な記憶の風穴,柚木梨沙（少女フラクタル）,ADV,1,10,6
透明な記憶の風穴,柚木梨沙（少女フラクタル）,EXH,2,12,33
透明な記憶の風穴,柚木梨沙（少女フラクタル）,MXM,3,16,100
I feel something for you,556ミリメートル,NOV,0,2,27
I feel something for you,556ミリメートル,ADV,1,7,7
I feel something for you,556ミリメートル,EXH,2,12,22
I feel something for you,556ミリメートル,MXM,3,15,17
Finale,A-One,NOV,0,5,10
Finale,A-One,ADV,1,9,6
Finale,A-One,EXH,2,14,52
Finale,A-One,MXM,3,17,8
ぱあ,立秋 feat.ちょこ,NOV,0,4,11
ぱあ,立秋 feat.ちょこ,ADV,1,9,6
ぱあ,立秋 feat.ちょこ,EXH,2,13,13
ぱあ,立秋 feat.ちょこ,MXM,3,16,27
つるぺったん,Silver Forest feat. くろねこ アキ さきち カガリ,NOV,0,4,12
つるぺったん,Silver Forest feat. くろねこ アキ さきち カガリ,ADV,1,10,4
つるぺったん,Silver Forest feat. くろねこ アキ さきち カガリ,EXH,2,13,12
つるぺったん,Silver Forest feat. くろねこ アキ さきち カガリ,MXM,3,16,14
SprrRush!!,MisoilePunch♪ feat.KIRARI,NOV,0,5,5
SprrRush!!,MisoilePunch♪ feat.KIRARI,ADV,1,9,8
SprrRush!!,MisoilePunch♪ feat.KIRARI,EXH,2,12,25
SprrRush!!,MisoilePunch♪ feat.KIRARI,MXM,3,15,34
Sweet Requiem,REDALiCE & aran,NOV,0,6,10
Sweet Requiem,REDALiCE & aran,ADV,1,12,2
Sweet Requiem,REDALiCE & aran,EXH,2,16,15
Sweet Requiem,REDALiCE & aran,MXM,3,18,10
少女救世論,暁Records,NOV,0,3,8
少女救世論,暁Records,ADV,1,7,30
少女救世論,暁Records,EXH,2,12,21
少女救世論,暁Records,MXM,3,16,13
Gorgetech,Shiron,NOV,0,5,6
Gorgetech,Shiron,ADV,1,12,6
Gorgetech,Shiron,EXH,2,15,7
Gorgetech,Shiron,MXM,3,18,4
ゴーストマスコット,はるなば feat.みかん汁,NOV,0,4,11
ゴーストマスコット,はるなば feat.みかん汁,ADV,1,10,6
ゴーストマスコット,はるなば feat.みかん汁,EXH,2,13,30
ゴーストマスコット,はるなば feat.みかん汁,MXM,3,16,44
オンディーヌの泪,かねこちはる,NOV,0,6,7
オンディーヌの泪,かねこちはる,ADV,1,11,4
オンディーヌの泪,かねこちはる,EXH,2,14,11
オンディーヌの泪,かねこちはる,MXM,3,17,38
Root Consciousness,溝口ゆうま feat.大瀬良あい vs. QURELESS,NOV,0,3,8
Root Consciousness,溝口ゆうま feat.大瀬良あい vs. QURELESS,ADV,1,10,8
Root Consciousness,溝口ゆうま feat.大瀬良あい vs. QURELESS,EXH,2,13,12
Root Consciousness,溝口ゆうま feat.大瀬良あい vs. QURELESS,MXM,3,16,13
冒涜的選択のアレグリア ft. Mayumi Morinaga,Iceon(Frost Fragment),NOV,0,3,13
冒涜的選択のアレグリア ft. Mayumi Morinaga,Iceon(Frost Fragment),ADV,1,7,7
冒涜的選択のアレグリア ft. Mayumi Morinaga,Iceon(Frost Fragment),EXH,2,13,31
冒涜的選択のアレグリア ft. Mayumi Morinaga,Iceon(Frost Fragment),MXM,3,15,28
Burn everything,LiLA'c Records,NOV,0,2,17
Burn everything,LiLA'c Records,ADV,1,8,9
Burn everything,LiLA'c Records,EXH,2,13,18
Burn everything,LiLA'c Records,MXM,3,16,9
廃獄ドリームランド,SOUND HOLIC feat. Nana Takahashi,NOV,0,4,10
廃獄ドリームランド,SOUND HOLIC feat. Nana Takahashi,ADV,1,10,6
廃獄ドリームランド,SOUND HOLIC feat. Nana Takahashi,EXH,2,14,23
廃獄ドリームランド,SOUND HOLIC feat. Nana Takahashi,MXM,3,17,14
SACRIFICE feat.ayame,Alstroemeria Records,NOV,0,5,29
SACRIFICE feat.ayame,Alstroemeria Records,ADV,1,11,55
SACRIFICE feat.ayame,Alstroemeria Records,EXH,2,14,25
SACRIFICE feat.ayame,Alstroemeria Records,MXM,3,18,15
Legendary Road,kanone,NOV,0,6,4
Legendary Road,kanone,ADV,1,13,8
Legendary Road,kanone,EXH,2,16,7
Legendary Road,kanone,MXM,3,18,0
rhythmology study,古屋直雪,NOV,0,5,2
rhythmology study,古屋直雪,ADV,1,11,2
rhythmology study,古屋直雪,EXH,2,14,9
rhythmology study,古屋直雪,MXM,3,17,3
dreamin' of u,Jun Kuroda,NOV,0,5,6
dreamin' of u,Jun Kuroda,ADV,1,10,8
dreamin' of u,Jun Kuroda,EXH,2,13,24
dreamin' of u,Jun Kuroda,MXM,3,16,29
JUNKIE FLAVOR,yaseta + Hidra-Xjeil,NOV,0,6,4
JUNKIE FLAVOR,yaseta + Hidra-Xjeil,ADV,1,12,1
JUNKIE FLAVOR,yaseta + Hidra-Xjeil,EXH,2,16,6
